transaction_id,customer_id,amount,timestamp,location,merchant,merchant_category,fraud
T07471,C0748,1148.61,2026-08-01 10:33:00,Bengaluru,Myntra,E-commerce,0
T03871,C0388,5258.79,2026-08-01 10:35:00,Bengaluru,Amazon,E-commerce,0
T02461,C0247,3852.81,2026-08-01 10:36:00,Kolkata,Reliance,Retail,0
T08031,C0804,2425.15,2026-08-01 10:36:00,Kolkata,Burger King,Restaurant,0
T08971,C0898,5806.99,2026-08-01 10:37:00,Kolkata,Reliance,Retail,0
T04381,C0439,3791.56,2026-08-01 10:37:00,Kolkata,Big Chill,Restaurant,0
T05011,C0502,943.03,2026-08-01 10:38:00,Bengaluru,Flipkart,E-commerce,0
T02371,C0238,1227.4,2026-08-01 10:39:00,Delhi,Myntra,E-commerce,0
T06091,C0610,3529.89,2026-08-01 10:39:00,Bengaluru,Big Chill,Restaurant,0
T06661,C0667,322.4,2026-08-01 10:40:00,Pune,Amazon,E-commerce,0
T02781,C0279,2915.19,2026-08-01 10:41:00,Pune,Reliance,Retail,0
T00501,C0051,1962.1,2026-08-01 10:41:00,Chennai,Burger King,Restaurant,0
T01341,C0135,820.65,2026-08-01 10:43:00,Hyderabad,Burger King,Restaurant,0
T05031,C0504,5124.13,2026-08-01 10:45:00,Goa,Big Chill,Restaurant,0
T01051,C0106,1162.91,2026-08-01 10:46:00,Bengaluru,,Grocery,0
T09811,C0982,3732.6,2026-08-01 10:47:00,Pune,Max,Apparel,0
T00731,C0074,2760.24,2026-08-01 10:47:00,Chennai,H&M,Apparel,0
T06781,C0679,1258.65,2026-08-01 10:49:00,Hyderabad,Max,Apparel,0
T07051,C0706,4640.89,2026-08-01 10:50:00,Pune,Flipkart,E-commerce,0
T08611,C0862,915.99,2026-08-01 10:51:00,Mumbai,Flipkart,E-commerce,0
T09871,C0988,5075.36,2026-08-01 10:51:00,Bengaluru,Big Chill,Restaurant,0
T08191,C0820,576.24,2026-08-01 10:52:00,Chennai,Reliance,Retail,0
T03801,C0381,773.06,2026-08-01 10:52:00,Pune,Zara,Apparel,0
T02891,C0290,3050.96,2026-08-01 10:52:00,Kolkata,Burger King,Restaurant,0
T02731,C0274,3130.29,2026-08-01 10:53:00,Delhi,Spar,Grocery,0
T06611,C0662,2784.3,2026-08-01 10:54:00,Bengaluru,Burger King,Restaurant,0
T04911,C0492,861.57,2026-08-01 10:54:00,Delhi,Flipkart,E-commerce,0
T06581,C0659,332.63,2026-08-01 10:55:00,Kolkata,Myntra,E-commerce,0
T03751,C0376,984.71,2026-08-01 10:58:00,Kolkata,Max,Apparel,0
T02351,C0236,6538.33,2026-08-01 10:59:00,Bengaluru,Spar,Grocery,0
T02851,C0286,2344.93,2026-08-01 10:59:00,Delhi,Zara,Apparel,0
T06731,C0674,529.25,2026-08-01 11:00:00,Mumbai,Amazon,E-commerce,0
T01541,C0155,2661.14,2026-08-01 11:00:00,Chennai,Zara,Apparel,0
T07781,C0779,4367.26,2026-08-01 11:00:00,Chennai,Zara,Apparel,0
T07911,C0792,2463.52,2026-08-01 11:01:00,Mumbai,Reliance,Retail,0
T05591,C0560,3945.4,2026-08-01 11:03:00,Goa,Spar,Grocery,0
T03681,C0369,1642.8,2026-08-01 11:03:00,Bengaluru,Zara,Apparel,0
T04671,C0468,1215.55,2026-08-01 11:04:00,Pune,Burger King,Restaurant,0
T03311,C0332,6704.7,2026-08-01 11:04:00,Kolkata,Reliance,Retail,0
T03381,C0339,4376.74,2026-08-01 11:05:00,Hyderabad,Spar,Grocery,0
T05171,C0518,1895.5,2026-08-01 11:05:00,Bengaluru,Spar,Grocery,0
T04261,C0427,3159.0,2026-08-01 11:07:00,Kolkata,Burger King,Restaurant,0
T00641,C0065,1908.87,2026-08-01 11:09:00,Goa,Max,Apparel,0
T08841,C0885,3721.8,2026-08-01 11:10:00,Kolkata,Flipkart,E-commerce,0
T03671,C0368,2856.8,2026-08-01 11:10:00,Hyderabad,Zara,Apparel,0
T03471,C0348,544.97,2026-08-01 11:11:00,Goa,Spar,Grocery,0
T07201,C0721,834.72,2026-08-01 11:11:00,Chennai,Amazon,E-commerce,0
T03891,C0390,793.87,2026-08-01 11:11:00,Bengaluru,Burger King,Restaurant,0
T05071,C0508,2482.42,2026-08-01 11:12:00,Hyderabad,Flipkart,E-commerce,0
T07571,C0758,1972.79,2026-08-01 11:12:00,Bengaluru,Burger King,Restaurant,0
T02691,C0270,1243.81,2026-08-01 11:13:00,Delhi,Zara,Apparel,0
T05341,C0535,3715.31,2026-08-01 11:14:00,Chennai,Reliance,Retail,0
T04621,C0463,1441.38,2026-08-01 11:14:00,Hyderabad,H&M,Apparel,0
T05551,C0556,2316.59,2026-08-01 11:14:00,Mumbai,H&M,Apparel,0
T04441,C0445,4622.48,2026-08-01 11:15:00,Kolkata,,E-commerce,0
T03721,C0373,4409.1,2026-08-01 11:17:00,Bengaluru,Amazon,E-commerce,0
T02281,C0229,2663.53,2026-08-01 11:17:00,Pune,Reliance,Retail,0
T06861,C0687,2881.47,2026-08-01 11:18:00,Mumbai,Myntra,E-commerce,0
T02651,C0266,1680.75,2026-08-01 11:19:00,Bengaluru,Burger King,Restaurant,0
T05541,C0555,3119.43,2026-08-01 11:19:00,Hyderabad,Myntra,E-commerce,0
T07991,C0800,3458.17,2026-08-01 11:20:00,Pune,Flipkart,E-commerce,0
T00041,C0005,3217.4,2026-08-01 11:20:00,Pune,Max,Apparel,0
T04091,C0410,3697.5,2026-08-01 11:20:00,Pune,,Restaurant,0
T09911,C0992,2976.41,2026-08-01 11:21:00,Goa,Burger King,Restaurant,0
T09591,C0960,5294.69,2026-08-01 11:21:00,Goa,,Restaurant,0
T06811,C0682,816.01,2026-08-01 11:22:00,Bengaluru,Amazon,E-commerce,0
T04991,C0500,4347.06,2026-08-01 11:24:00,Hyderabad,Flipkart,E-commerce,0
T01181,C0119,5398.93,2026-08-01 11:25:00,Bengaluru,Flipkart,E-commerce,0
T09271,C0928,6341.5,2026-08-01 11:25:00,Bengaluru,H&M,Apparel,0
T06131,C0614,4410.87,2026-08-01 11:25:00,Bengaluru,H&M,Apparel,0
T01071,C0108,429.08,2026-08-01 11:26:00,Pune,Flipkart,E-commerce,0
T01201,C0121,4850.85,2026-08-01 11:26:00,Delhi,H&M,Apparel,0
T04931,C0494,5311.53,2026-08-01 11:27:00,Mumbai,Spar,Grocery,0
T06251,C0626,3608.57,2026-08-01 11:28:00,Goa,Big Chill,Restaurant,0
T03031,C0304,3836.17,2026-08-01 11:28:00,Delhi,Max,Apparel,0
T09071,C0908,951.87,2026-08-01 11:28:00,Delhi,Max,Apparel,0
T04611,C0462,1823.6,2026-08-01 11:29:00,Bengaluru,Myntra,E-commerce,0
T03451,C0346,2057.77,2026-08-01 11:29:00,Hyderabad,Max,Apparel,0
T02181,C0219,531.21,2026-08-01 11:29:00,Hyderabad,Myntra,E-commerce,0
T05451,C0546,3435.84,2026-08-01 11:30:00,Hyderabad,Max,Apparel,0
T08411,C0842,4732.02,2026-08-01 11:31:00,Pune,Zara,Apparel,0
T01991,C0200,1656.01,2026-08-01 11:31:00,Pune,Max,Apparel,0
T04321,C0433,3080.58,2026-08-01 11:32:00,Hyderabad,Zara,Apparel,0
T01931,C0194,5746.06,2026-08-01 11:35:00,Mumbai,Big Chill,Restaurant,0
T08161,C0817,3190.06,2026-08-01 11:37:00,Goa,Flipkart,E-commerce,0
T00711,C0072,1441.11,2026-08-01 11:37:00,Chennai,Zara,Apparel,0
T07211,C0722,6460.93,2026-08-01 11:37:00,Kolkata,Amazon,E-commerce,0
T09771,C0978,1228.44,2026-08-01 11:37:00,Delhi,Amazon,E-commerce,0
T00931,C0094,3321.21,2026-08-01 11:38:00,Bengaluru,Myntra,E-commerce,0
T01521,C0153,4693.92,2026-08-01 11:40:00,Goa,Reliance,Retail,0
T02741,C0275,2532.08,2026-08-01 11:40:00,Chennai,Flipkart,E-commerce,0
T01621,C0163,1058.49,2026-08-01 11:40:00,Goa,Zara,Apparel,0
T09921,C0993,585.79,2026-08-01 11:41:00,Delhi,Reliance,Retail,0
T04511,C0452,709.55,2026-08-01 11:42:00,Chennai,Max,Apparel,0
T00121,C0013,1350.65,2026-08-01 11:43:00,Hyderabad,H&M,Apparel,0
T00741,C0075,7291.76,2026-08-01 11:44:00,Goa,Big Chill,Restaurant,0
T01431,C0144,2059.32,2026-08-01 11:44:00,Mumbai,H&M,Apparel,0
T03661,C0367,2731.46,2026-08-01 11:46:00,Goa,H&M,Apparel,0
T04701,C0471,3158.87,2026-08-01 11:47:00,Mumbai,Reliance,Retail,0
T04291,C0430,2587.14,2026-08-01 11:52:00,Hyderabad,Max,Apparel,0
T03041,C0305,777.68,2026-08-01 11:53:00,,Myntra,E-commerce,0
T05691,C0570,3709.35,2026-08-01 11:53:00,Delhi,Burger King,Restaurant,0
T07561,C0757,2309.14,2026-08-01 11:53:00,Kolkata,Amazon,E-commerce,0
T03361,C0337,5508.22,2026-08-01 11:53:00,Delhi,Reliance,Retail,0
T06771,C0678,4187.84,2026-08-01 11:54:00,Hyderabad,Myntra,E-commerce,0
T05761,C0577,1171.16,2026-08-01 11:58:00,Pune,Max,Apparel,0
T03701,C0371,1070.08,2026-08-01 11:58:00,Goa,Myntra,E-commerce,0
T09281,C0929,825.63,2026-08-01 12:00:00,Kolkata,Reliance,Retail,0
T04641,C0465,2180.05,2026-08-01 12:01:00,Chennai,Max,Apparel,0
T04481,C0449,3971.03,2026-08-01 12:02:00,Mumbai,Burger King,Restaurant,0
T00071,C0008,4525.58,2026-08-01 12:02:00,Bengaluru,Flipkart,E-commerce,0
T05101,C0511,871.87,2026-08-01 12:02:00,Chennai,H&M,Apparel,0
T03781,C0379,5319.28,2026-08-01 12:04:00,Goa,Myntra,E-commerce,0
T01871,C0188,1959.37,2026-08-01 12:04:00,Chennai,Spar,Grocery,0
T05921,C0593,628.65,2026-08-01 12:05:00,Delhi,Amazon,E-commerce,0
T06931,C0694,1034.61,2026-08-01 12:07:00,Mumbai,Burger King,Restaurant,0
T09621,C0963,1891.63,2026-08-01 12:08:00,Kolkata,Zara,Apparel,0
T07731,C0774,1487.7,2026-08-01 12:09:00,Goa,Flipkart,E-commerce,0
T09581,C0959,1879.15,2026-08-01 12:13:00,Pune,Spar,Grocery,0
T08721,C0873,2124.48,2026-08-01 12:14:00,Mumbai,H&M,Apparel,0
T08571,C0858,7035.3,2026-08-01 12:15:00,Mumbai,Flipkart,E-commerce,0
T04871,C0488,964.2,2026-08-01 12:16:00,,H&M,Apparel,0
T09981,C0999,3110.48,2026-08-01 12:17:00,Kolkata,Myntra,E-commerce,0
T04691,C0470,1535.49,2026-08-01 12:20:00,Goa,H&M,Apparel,0
T01271,C0128,3544.19,2026-08-01 12:20:00,Hyderabad,Reliance,Retail,0
T04561,C0457,2351.45,2026-08-01 12:20:00,Goa,Amazon,E-commerce,0
T05981,C0599,739.36,2026-08-01 12:21:00,Pune,Reliance,Retail,0
T02161,C0217,5166.0,2026-08-01 12:21:00,Hyderabad,Max,Apparel,0
T01581,C0159,2740.74,2026-08-01 12:23:00,,Zara,Apparel,0
T08821,C0883,2107.43,2026-08-01 12:23:00,Hyderabad,Big Chill,Restaurant,0
T05361,C0537,4471.87,2026-08-01 12:24:00,Mumbai,H&M,Apparel,0
T08581,C0859,2222.35,2026-08-01 12:25:00,Delhi,Amazon,E-commerce,0
T01661,C0167,495.79,2026-08-01 12:27:00,Delhi,Amazon,E-commerce,0
T00891,C0090,2049.11,2026-08-01 12:29:00,Bengaluru,Myntra,E-commerce,0
T04191,C0420,633.83,2026-08-01 12:30:00,Goa,Max,Apparel,0
T07621,C0763,2532.12,2026-08-01 12:31:00,Kolkata,Max,Apparel,0
T04631,C0464,1248.62,2026-08-01 12:32:00,Chennai,Flipkart,E-commerce,0
T09221,C0923,2628.56,2026-08-01 12:33:00,Mumbai,,Apparel,0
T01301,C0131,874.64,2026-08-01 12:33:00,Chennai,Flipkart,E-commerce,0
T07451,C0746,3889.62,2026-08-01 12:35:00,Goa,Spar,Grocery,0
T06601,C0661,4531.35,2026-08-01 12:37:00,Kolkata,H&M,Apparel,0
T09141,C0915,1518.95,2026-08-01 12:37:00,Mumbai,Reliance,Retail,0
T01261,C0127,2449.71,2026-08-01 12:38:00,Bengaluru,Reliance,Retail,0
T04491,C0450,2280.23,2026-08-01 12:39:00,Delhi,Max,Apparel,0
T05381,C0539,866.5,2026-08-01 12:41:00,Chennai,H&M,Apparel,0
T08901,C0891,2508.09,2026-08-01 12:42:00,Pune,Zara,Apparel,0
T07681,C0769,1035.18,2026-08-01 12:43:00,Goa,Zara,Apparel,0
T06501,C0651,1973.64,2026-08-01 12:43:00,Bengaluru,Big Chill,Restaurant,0
T09711,C0972,1093.75,2026-08-01 12:44:00,Hyderabad,Max,Apparel,0
T08781,C0879,2999.76,2026-08-01 12:46:00,Hyderabad,H&M,Apparel,0
T00261,C0027,1543.56,2026-08-01 12:48:00,Goa,Amazon,E-commerce,0
T02981,C0299,2238.44,2026-08-01 12:50:00,Mumbai,Flipkart,E-commerce,0
